section_level,section_id,section_number,section_name,path,url
2,label,28.2,Label,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#label
3,exercises-71,28.2.1,Exercises,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#exercises-71
2,annotations,28.3,Annotations,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#annotations
3,exercises-72,28.3.1,Exercises,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#exercises-72
2,scales,28.4,Scales,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#scales
3,axis-ticks-and-legend-keys,28.4.1,Axis ticks and legend keys,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#axis-ticks-and-legend-keys
3,legend-layout,28.4.2,Legend layout,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#legend-layout
3,replacing-a-scale,28.4.3,Replacing a scale,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#replacing-a-scale
3,exercises-73,28.4.4,Exercises,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#exercises-73
2,zooming,28.5,Zooming,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#zooming
2,themes,28.6,Themes,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#themes
2,saving-your-plots,28.7,Saving your plots,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#saving-your-plots
3,figure-sizing,28.7.1,Figure sizing,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#figure-sizing
3,other-important-options,28.7.2,Other important options,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#other-important-options
2,learning-more-4,28.8,Learning more,graphics-for-communication.html,https://r4ds.had.co.nz/graphics-for-communication.html#learning-more-4
1,r-markdown-formats,29,R Markdown formats,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#r-markdown-formats
2,introduction-20,29.1,Introduction,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#introduction-20
2,output-options,29.2,Output options,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#output-options
2,documents,29.3,Documents,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#documents
2,notebooks,29.4,Notebooks,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#notebooks
2,presentations,29.5,Presentations,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#presentations
2,dashboards,29.6,Dashboards,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#dashboards
2,interactivity,29.7,Interactivity,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#interactivity
3,htmlwidgets,29.7.1,htmlwidgets,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#htmlwidgets
3,shiny,29.7.2,Shiny,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#shiny
2,websites,29.8,Websites,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#websites
2,other-formats,29.9,Other formats,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#other-formats
2,learning-more-5,29.10,Learning more,r-markdown-formats.html,https://r4ds.had.co.nz/r-markdown-formats.html#learning-more-5
1,r-markdown-workflow,30,R Markdown workflow,r-markdown-workflow.html,https://r4ds.had.co.nz/r-markdown-workflow.html#r-markdown-workflow
